model-obs-name,test,season,p,ss,slope,lcl,ucl
NanooseObs_1980-2018,mann-kendall 3pw,season 1,0.47672905828844625,0,0.003525133587129616,-0.0038652396151320012,0.00972310984207968
NanooseObs_1980-2018,mann-kendall 3pw,season 2,0.5531524414584461,0,0.0038162372616052627,-0.0065403277264187805,0.012069053106667435
NanooseObs_1980-2018,mann-kendall 3pw,season 3,0.9320955597597091,0,0.000672430793915977,-0.006961805598874593,0.008253518233682849
NanooseObs_1980-2018,mann-kendall 3pw,season 4,0.355310453336267,0,0.006651612969454663,-0.003761458667223628,0.01390341563222054
NanooseObs_1980-2018,mann-kendall 3pw,season 5,0.5664461417662239,0,0.002624918894630105,-0.00559605171076382,0.012350669996170934
NanooseObs_1980-2018,mann-kendall 3pw,season 6,0.24441573431054664,0,0.0064122358846672185,-0.0015989292353342044,0.014500976549886288
NanooseObs_1980-2018,mann-kendall 3pw,season 7,0.2894224860302206,0,0.006890315689832399,-0.0038140450273617143,0.015776396826975774
NanooseObs_1980-2018,mann-kendall 3pw,season 8,0.5045014597713458,0,0.004744618630987951,-0.004410723435195061,0.015015314909102377
NanooseObs_1980-2018,mann-kendall 3pw,season 9,0.9876377419871505,0,0.00017666828463353617,-0.010692055014441535,0.012463772597994218
NanooseObs_1980-2018,mann-kendall 3pw,season 10,0.6928385117296678,0,0.00255060638109681,-0.009175608158119214,0.014170530039683741
NanooseObs_1980-2018,mann-kendall 3pw,season 11,0.54850039361213,0,0.004674656114156972,-0.00706693435140432,0.017323699344901897
NanooseObs_1980-2018,mann-kendall 3pw,season 12,0.685124717891338,0,0.0032084235900396835,-0.006907940525558161,0.011025356299649016
NanooseObs_1980-2018,mann-kendall 3pw,season 13,0.2023438865788476,0,0.006424552391734235,-0.002802348702916455,0.016401329981204544
NanooseObs_1980-2018,mann-kendall 3pw,season 14,0.4294021898343492,0,0.004494951079672635,-0.005102940194184146,0.015477964124600965
NanooseObs_1980-2018,mann-kendall 3pw,season 15,0.4537672973691913,0,0.004632261923492423,-0.005260886446288874,0.011653137039384963
NanooseObs_1980-2018,mann-kendall 3pw,season 16,0.8037485428824773,0,0.001991657050423462,-0.005900680660521372,0.010861763448649666
NanooseObs_1980-2018,mann-kendall 3pw,season 17,0.38087509602077274,0,0.0029818502344812967,-0.004151779025518091,0.012494157373350707
NanooseObs_1980-2018,mann-kendall 3pw,season 18,0.967405367717791,0,0.0004227502388522685,-0.008186685145117558,0.008672289522817836
NanooseObs_1980-2018,mann-kendall 3pw,season 19,0.7334631920155024,0,0.0018981664510807348,-0.005360787027370004,0.009489200570524367
NanooseObs_1980-2018,mann-kendall 3pw,season 20,0.883962377036416,0,0.0007541617557056641,-0.0100070631408925,0.010816480199377967
NanooseObs_1980-2018,mann-kendall 3pw,season 21,0.8870686942118249,0,0.0011049894959413926,-0.006240287471151118,0.009804869370210067
NanooseObs_1980-2018,mann-kendall 3pw,season 22,0.6495079756621349,0,0.002768937894300327,-0.004823348546670012,0.010812950838338286
NanooseObs_1980-2018,mann-kendall 3pw,season 23,0.7443201343805719,0,0.001720203932137416,-0.005410622807682825,0.009367207156490566
NanooseObs_1980-2018,mann-kendall 3pw,season 24,0.28888280402716404,0,0.007101551716057451,-0.005463075293015389,0.019283691674993584
NanooseObs_1980-2018,"mann kendall 3pw all seasons, seasonal mk",season-0,0.9671423309063722,0,0.008957527031374956,-0.04323464410828699,0.05212135948407751
NanooseObs_1980-2018,"mann kendall 3pw all seasons, seasonal mk",season-1,0.14382566910763628,-1,0.034731498327736136,-0.003909286696931986,0.07647254558710548
NanooseObs_1980-2018,"mann kendall 3pw all seasons, seasonal mk",season-2,0.6531878724354718,-1,0.00816239445068704,-0.034863794319930766,0.03482682707767119
NanooseObs_1980-2018,"mann kendall 3pw all seasons, seasonal mk",season-3,0.544055586172562,-1,0.00792188714244652,-0.027884153635656078,0.04679631478935025
NanooseObs_1980-2018,"mann kendall 3pw all seasons, seasonal mk",season-4,0.15331912211307896,-1,0.018713752947891238,-0.00506147647119196,0.04024551997857265
NanooseObs_1980-2018,"mann kendall 3pw all seasons, seasonal mk",season-5,0.6928385117296678,-1,0.002679890136093535,-0.01615370454143662,0.0232141636028297
NanooseObs_1980-2018,"mann kendall 3pw all seasons, seasonal mk",season-6,0.5216102816326904,-1,0.006879610504130911,-0.013326158567672528,0.025995132108714285
NanooseObs_1980-2018,"mann kendall 3pw all seasons, seasonal mk",season-7,0.5952698888863501,-1,-0.006670366648442545,-0.020458806338149456,0.008352886091067414
NanooseObs_1980-2018,"mann kendall 3pw all seasons, seasonal mk",season-8,0.5876087946102937,-1,0.004779804935314133,-0.015519386665309715,0.025180723138906753
NanooseObs_1980-2018,"mann kendall 3pw all seasons, seasonal mk",season-9,0.8646652653123481,-1,0.002355422488054767,-0.02783140144228145,0.02304617954185137
NanooseObs_1980-2018,"mann kendall 3pw all seasons, seasonal mk",season-10,0.053434252825904194,-1,0.02025924477150886,0.0016696807945024037,0.03542962258921394
NanooseObs_1980-2018,"mann kendall 3pw all seasons, seasonal mk",season-11,0.35803517004775176,0,-0.028544988735870927,-0.05485764345402809,-0.005249466682532791
NanooseObs_1980-2018,"mann kendall 3pw all seasons, seasonal mk",season-12,0.9876377419871505,-1,-0.0019171074579286444,-0.028272261279714786,0.02337521939877465
NanooseObs_1980-2018,"mann kendall 3pw all seasons, seasonal mk",season-13,0.08271238344821374,-1,0.030437598630931467,0.0003718370333734288,0.05115835053296324
NanooseObs_1980-2018,"mann kendall 3pw all seasons, seasonal mk",season-14,0.3634073211862605,-1,-0.015295567368998854,-0.03665213358899345,0.01229785396589025
NanooseObs_1980-2018,"mann kendall 3pw all seasons, seasonal mk",season-15,0.6335534753768335,-1,-0.006284666111096827,-0.025906619268749327,0.0166475592951031
NanooseObs_1980-2018,"mann kendall 3pw all seasons, seasonal mk",season-16,0.31385789369200445,-1,0.018382057030255212,-0.010893255410137416,0.04170265321525019
NanooseObs_1980-2018,"mann kendall 3pw all seasons, seasonal mk",season-17,0.22536999575455208,0,-0.025489606591089856,-0.05061580237221431,-0.004250090821677608
NanooseObs_1980-2018,"mann kendall 3pw all seasons, seasonal mk",season-18,0.4602261776270049,-1,0.010349158653401073,-0.02211588199236645,0.03964073901225609
NanooseObs_1980-2018,"mann kendall 3pw all seasons, seasonal mk",season-19,0.9320887277782843,-1,-0.0003825257613708596,-0.01689989603287763,0.01637026016293004
NanooseObs_1980-2018,"mann kendall 3pw all seasons, seasonal mk",season-20,0.3634073211862605,-1,-0.010635582445826477,-0.027486646468815965,0.005565238022723456
NanooseObs_1980-2018,"mann kendall 3pw all seasons, seasonal mk",season-21,0.7684299675297699,-1,0.0016287775356155418,-0.014483576359212115,0.014266610849739628
NanooseObs_1980-2018,"mann kendall 3pw all seasons, seasonal mk",season-22,0.3723810232860949,-1,0.004481403847457084,-0.009016552724682861,0.016649986655760507
NanooseObs_1980-2018,"mann kendall 3pw all seasons, seasonal mk",season-23,0.005781798478456501,95,0.03906089793442913,0.018799215639996415,0.07761056604765985
NanooseObs_1980-2018,"mann kendall 3pw all seasons, seasonal mk",season-24,0.18695899697860185,-1,nan,nan,nan
NanooseObs_1980-2018,"mann kendall 3pw all seasons, nonseasonal mk",season-0,0.1258639280389715,-1,0.003102097899353727,-0.001788579856225386,0.008007038396378343
NanooseObs_1980-2018,"mann kendall 3pw all seasons, nonseasonal mk",season-1,0.1258639280389715,-1,0.003102097899353727,-0.001788579856225386,0.008007038396378343
